NC_009144.2	chr1
NW_001871542.1	chrUn
NW_001871543.1	chrUn
NW_001871544.1	chrUn
NW_001871545.1	chrUn
NW_001871547.1	chrUn
NW_001871548.1	chrUn
NW_001871550.1	chrUn
NW_001871551.1	chrUn
NW_001871552.1	chrUn
NW_001871553.1	chrUn
NW_001871554.1	chrUn
NW_001871556.1	chrUn
NW_001871557.1	chrUn
NW_001871558.1	chrUn
NW_001871559.1	chrUn
NW_001871561.1	chrUn
NW_001871562.1	chrUn
NW_001871564.1	chrUn
NW_001871565.1	chrUn
NW_001871567.1	chrUn
NW_001871568.1	chrUn
NW_001871569.1	chrUn
NW_001871570.1	chrUn
NW_001871572.1	chrUn
NW_001871573.1	chrUn
NW_001871575.1	chrUn
NW_001871576.1	chrUn
NW_001871577.1	chrUn
NW_001871578.1	chrUn
NW_001871580.1	chrUn
NW_001871581.1	chrUn
NW_001871583.1	chrUn
NW_001871584.1	chrUn
NW_001871585.1	chrUn
NW_001871586.1	chrUn
NW_001871587.1	chrUn
NW_001871588.1	chrUn
NW_001871589.1	chrUn
NW_001871590.1	chrUn
NW_001871591.1	chrUn
NW_001871592.1	chrUn
NW_001871594.1	chrUn
NW_001871595.1	chrUn
NW_001871596.1	chrUn
NW_001871597.1	chrUn
NW_001871598.1	chrUn
NW_001871599.1	chrUn
NW_001871600.1	chrUn
NW_001871601.1	chrUn
NW_001871603.1	chrUn
NW_001871605.1	chrUn
NW_001871606.1	chrUn
NW_001871607.1	chrUn
NW_001871608.1	chrUn
NW_001871609.1	chrUn
NW_001871610.1	chrUn
NW_001871611.1	chrUn
NW_001871612.1	chrUn
NW_001871613.1	chrUn
NW_001871614.1	chrUn
NW_001871616.1	chrUn
NW_001871617.1	chrUn
NW_001871618.1	chrUn
NW_001871619.1	chrUn
NW_001871620.1	chrUn
NW_001871621.1	chrUn
NW_001871622.1	chrUn
NW_001871623.1	chrUn
NW_001871624.1	chrUn
NW_001871625.1	chrUn
NW_001871627.1	chrUn
NW_001871629.1	chrUn
NW_001871630.1	chrUn
NW_001871632.1	chrUn
NW_001871633.1	chrUn
NW_001871634.1	chrUn
NW_001871635.1	chrUn
NW_001871636.1	chrUn
NW_001871638.1	chrUn
NW_001871640.1	chrUn
NW_001871641.1	chrUn
NW_001871642.1	chrUn
NW_001871643.1	chrUn
NW_001871644.1	chrUn
NW_001871645.1	chrUn
NW_001871646.1	chrUn
NW_001871649.1	chrUn
NW_001871650.1	chrUn
NW_001871651.1	chrUn
NW_001871652.1	chrUn
NW_001871654.1	chrUn
NW_001871656.1	chrUn
NW_001871658.1	chrUn
NW_001871661.1	chrUn
NW_001871662.1	chrUn
NW_001871663.1	chrUn
NW_001871665.1	chrUn
NW_001871666.1	chrUn
NW_001871667.1	chrUn
NW_001871668.1	chrUn
NW_001871669.1	chrUn
NW_001871671.1	chrUn
NW_001871672.1	chrUn
NW_001871673.1	chrUn
NW_001871674.1	chrUn
NW_001871675.1	chrUn
NW_001871676.1	chrUn
NW_001871677.1	chrUn
NW_001871678.1	chrUn
NW_001871679.1	chrUn
NW_001871680.1	chrUn
NW_001871682.1	chrUn
NW_001871683.1	chrUn
NW_001871684.1	chrUn
NW_001871685.1	chrUn
NW_001871686.1	chrUn
NW_001871687.1	chrUn
NW_001871688.1	chrUn
NW_001871689.1	chrUn
NW_001871690.1	chrUn
NW_001871691.1	chrUn
NW_001871693.1	chrUn
NW_001871694.1	chrUn
NW_001871696.1	chrUn
NW_001871697.1	chrUn
NW_001871698.1	chrUn
NW_001871699.1	chrUn
NW_001871700.1	chrUn
NW_001871701.1	chrUn
NW_001871702.1	chrUn
NW_001871704.1	chrUn
NW_001871705.1	chrUn
NW_001871706.1	chrUn
NW_001871707.1	chrUn
NW_001871708.1	chrUn
NW_001871709.1	chrUn
NW_001871710.1	chrUn
NW_001871711.1	chrUn
NW_001871712.1	chrUn
NW_001871713.1	chrUn
NW_001871715.1	chrUn
NW_001871716.1	chrUn
NW_001871717.1	chrUn
NW_001871718.1	chrUn
NW_001871719.1	chrUn
NW_001871720.1	chrUn
NW_001871721.1	chrUn
NW_001871722.1	chrUn
NW_001871724.1	chrUn
NW_001871726.1	chrUn
NW_001871727.1	chrUn
NW_001871728.1	chrUn
NW_001871729.1	chrUn
NW_001871730.1	chrUn
NW_001871731.1	chrUn
NW_001871732.1	chrUn
NW_001871733.1	chrUn
NW_001871734.1	chrUn
NW_001871735.1	chrUn
NW_001871738.1	chrUn
NW_001871739.1	chrUn
NW_001871740.1	chrUn
NW_001871741.1	chrUn
NW_001871742.1	chrUn
NW_001871743.1	chrUn
NW_001871744.1	chrUn
NW_001871745.1	chrUn
NW_001871746.1	chrUn
NW_001871748.1	chrUn
NW_001871749.1	chrUn
NW_001871750.1	chrUn
NW_001871751.1	chrUn
NW_001871752.1	chrUn
NW_001871753.1	chrUn
NW_001871754.1	chrUn
NW_001871755.1	chrUn
NW_001871757.1	chrUn
NW_001871759.1	chrUn
NW_001871760.1	chrUn
NW_001871761.1	chrUn
NW_001871762.1	chrUn
NW_001871763.1	chrUn
NW_001871764.1	chrUn
NW_001871765.1	chrUn
NW_001871766.1	chrUn
NW_001871767.1	chrUn
NW_001871768.1	chrUn
NW_001871770.1	chrUn
NW_001871771.1	chrUn
NW_001871772.1	chrUn
NW_001871773.1	chrUn
NW_001871774.1	chrUn
NW_001871775.1	chrUn
NW_001871776.1	chrUn
NW_001871777.1	chrUn
NW_001871778.1	chrUn
NW_001871779.1	chrUn
NW_001871781.1	chrUn
NW_001871782.1	chrUn
NW_001871783.1	chrUn
NW_001871784.1	chrUn
NW_001871785.1	chrUn
NW_001871786.1	chrUn
NW_001871787.1	chrUn
NW_001871788.1	chrUn
NW_001871789.1	chrUn
NW_001871790.1	chrUn
NW_001871792.1	chrUn
NW_001871793.1	chrUn
NW_001871794.1	chrUn
NW_001871795.1	chrUn
NW_001871797.1	chrUn
NW_001871798.1	chrUn
NW_001871799.1	chrUn
NW_001871800.1	chrUn
NW_001871801.1	chrUn
NW_001871803.1	chrUn
NW_001871804.1	chrUn
NW_001871805.1	chrUn
NW_001871806.1	chrUn
NW_001871807.1	chrUn
NW_001871808.1	chrUn
NW_001871809.1	chrUn
NW_001871810.1	chrUn
NW_001871811.1	chrUn
NW_001871812.1	chrUn
NW_001871814.1	chrUn
NW_001871815.1	chrUn
NW_001871816.1	chrUn
NW_001871817.1	chrUn
NW_001871818.1	chrUn
NW_001871819.1	chrUn
NW_001871820.1	chrUn
NW_001871821.1	chrUn
NW_001871822.1	chrUn
NW_001871825.1	chrUn
NW_001871826.1	chrUn
NW_001871827.1	chrUn
NW_001871829.1	chrUn
NW_001871830.1	chrUn
NW_001871831.1	chrUn
NW_001871832.1	chrUn
NW_001871834.1	chrUn
NW_001871836.1	chrUn
NW_001871839.1	chrUn
NW_001871840.1	chrUn
NW_001871841.1	chrUn
NW_001871842.1	chrUn
NW_001871843.1	chrUn
NW_001871844.1	chrUn
NW_001871845.1	chrUn
NW_001871848.1	chrUn
NW_001871850.1	chrUn
NW_001871851.1	chrUn
NW_001871852.1	chrUn
NW_001871853.1	chrUn
NW_001871854.1	chrUn
NW_001871855.1	chrUn
NW_001871856.1	chrUn
NW_001871858.1	chrUn
NW_001871859.1	chrUn
NW_001871860.1	chrUn
NW_001871861.1	chrUn
NW_001871862.1	chrUn
NW_001871863.1	chrUn
NW_001871864.1	chrUn
NW_001871865.1	chrUn
NW_001871866.1	chrUn
NW_001871867.1	chrUn
NW_001871869.1	chrUn
NW_001871870.1	chrUn
NW_001871871.1	chrUn
NW_001871872.1	chrUn
NW_001871873.1	chrUn
NW_001871874.1	chrUn
NW_001871875.1	chrUn
NW_001871876.1	chrUn
NW_001871877.1	chrUn
NW_001871878.1	chrUn
NW_001871880.1	chrUn
NW_001871881.1	chrUn
NW_001871882.1	chrUn
NW_001871883.1	chrUn
NW_001871884.1	chrUn
NW_001871885.1	chrUn
NW_001871886.1	chrUn
NW_001871887.1	chrUn
NW_001871888.1	chrUn
NW_001871889.1	chrUn
NW_001871891.1	chrUn
NW_001871892.1	chrUn
NW_001871893.1	chrUn
NW_001871894.1	chrUn
NW_001871895.1	chrUn
NW_001871896.1	chrUn
NW_001871898.1	chrUn
NW_001871899.1	chrUn
NW_001871900.1	chrUn
NW_001871902.1	chrUn
NW_001871903.1	chrUn
NW_001871904.1	chrUn
NW_001871905.1	chrUn
NW_001871906.1	chrUn
NW_001871907.1	chrUn
NW_001871908.1	chrUn
NW_001871909.1	chrUn
NW_001871910.1	chrUn
NW_001871911.1	chrUn
NW_001871913.1	chrUn
NW_001871914.1	chrUn
NW_001871915.1	chrUn
NW_001871916.1	chrUn
NW_001871917.1	chrUn
NW_001871918.1	chrUn
NW_001871919.1	chrUn
NW_001871921.1	chrUn
NW_001871922.1	chrUn
NW_001871924.1	chrUn
NW_001871925.1	chrUn
NW_001871926.1	chrUn
NW_001871927.1	chrUn
NW_001871928.1	chrUn
NW_001871929.1	chrUn
NW_001871930.1	chrUn
NW_001871933.1	chrUn
NW_001871935.1	chrUn
NW_001871936.1	chrUn
NW_001871937.1	chrUn
NW_001871939.1	chrUn
NW_001871940.1	chrUn
NW_001871941.1	chrUn
NW_001871942.1	chrUn
NW_001871943.1	chrUn
NW_001871944.1	chrUn
NW_001871946.1	chrUn
NW_001871948.1	chrUn
NW_001871949.1	chrUn
NW_001871950.1	chrUn
NW_001871952.1	chrUn
NW_001871954.1	chrUn
NW_001871955.1	chrUn
NW_001871957.1	chrUn
NW_001871958.1	chrUn
NW_001871959.1	chrUn
NW_001871961.1	chrUn
NW_001871962.1	chrUn
NW_001871963.1	chrUn
NW_001871964.1	chrUn
NW_001871965.1	chrUn
NW_001871966.1	chrUn
NW_001871968.1	chrUn
NW_001871969.1	chrUn
NW_001871970.1	chrUn
NW_001871971.1	chrUn
NW_001871972.1	chrUn
NW_001871973.1	chrUn
NW_001871974.1	chrUn
NW_001871975.1	chrUn
NW_001871976.1	chrUn
NW_001871977.1	chrUn
NW_001871979.1	chrUn
NW_001871980.1	chrUn
NW_001871981.1	chrUn
NW_001871982.1	chrUn
NW_001871983.1	chrUn
NW_001871984.1	chrUn
NW_001871985.1	chrUn
NW_001871986.1	chrUn
NW_001871988.1	chrUn
NW_001871990.1	chrUn
NW_001871991.1	chrUn
NW_001871992.1	chrUn
NW_001871993.1	chrUn
NW_001871994.1	chrUn
NW_001871995.1	chrUn
NW_001871997.1	chrUn
NW_001871998.1	chrUn
NW_001871999.1	chrUn
NW_001872002.1	chrUn
NW_001872003.1	chrUn
NW_001872004.1	chrUn
NW_001872005.1	chrUn
NW_001872007.1	chrUn
NW_001872008.1	chrUn
NW_001872010.1	chrUn
NW_001872012.1	chrUn
NW_001872013.1	chrUn
NW_001872014.1	chrUn
NW_001872015.1	chrUn
NW_001872016.1	chrUn
NW_001872017.1	chrUn
NW_001872018.1	chrUn
NW_001872019.1	chrUn
NW_001872020.1	chrUn
NW_001872021.1	chrUn
NW_001872023.1	chrUn
NW_001872024.1	chrUn
NW_001872025.1	chrUn
NW_001872026.1	chrUn
NW_001872028.1	chrUn
NW_001872029.1	chrUn
NW_001872030.1	chrUn
NW_001872031.1	chrUn
NW_001872032.1	chrUn
NW_001872034.1	chrUn
NW_001872035.1	chrUn
NW_001872036.1	chrUn
NW_001872037.1	chrUn
NW_001872038.1	chrUn
NW_001872039.1	chrUn
NW_001872042.1	chrUn
NW_001872043.1	chrUn
NW_001872045.1	chrUn
NW_001872046.1	chrUn
NW_001872047.1	chrUn
NW_001872048.1	chrUn
NW_001872049.1	chrUn
NW_001872050.1	chrUn
NW_001872051.1	chrUn
NW_001872052.1	chrUn
NW_001872053.1	chrUn
NW_001872054.1	chrUn
NW_001872056.1	chrUn
NW_001872057.1	chrUn
NW_001872058.1	chrUn
NW_001872059.1	chrUn
NW_001872060.1	chrUn
NW_001872061.1	chrUn
NW_001872062.1	chrUn
NW_001872063.1	chrUn
NW_001872064.1	chrUn
NW_001872065.1	chrUn
NW_001872067.1	chrUn
NW_001872068.1	chrUn
NW_001872069.1	chrUn
NW_001872070.1	chrUn
NW_001872073.1	chrUn
NW_001872074.1	chrUn
NW_001872076.1	chrUn
NW_001872078.1	chrUn
NW_001872079.1	chrUn
NW_001872080.1	chrUn
NW_001872081.1	chrUn
NW_001872082.1	chrUn
NW_001872083.1	chrUn
NW_001872084.1	chrUn
NW_001872085.1	chrUn
NW_001872086.1	chrUn
NW_001872087.1	chrUn
NW_001872089.1	chrUn
NW_001872090.1	chrUn
NW_001872091.1	chrUn
NW_001872092.1	chrUn
NW_001872093.1	chrUn
NW_001872094.1	chrUn
NW_001872095.1	chrUn
NW_001872096.1	chrUn
NW_001872097.1	chrUn
NW_001872098.1	chrUn
NW_001872100.1	chrUn
NW_001872101.1	chrUn
NW_001872102.1	chrUn
NW_001872103.1	chrUn
NW_001872104.1	chrUn
NW_001872105.1	chrUn
NW_001872107.1	chrUn
NW_001872108.1	chrUn
NW_001872109.1	chrUn
NW_001872111.1	chrUn
NW_001872112.1	chrUn
NW_001872113.1	chrUn
NW_001872114.1	chrUn
NW_001872115.1	chrUn
NW_001872116.1	chrUn
NW_001872117.1	chrUn
NW_001872118.1	chrUn
NW_001872122.1	chrUn
NW_001872123.1	chrUn
NW_001872125.1	chrUn
NW_001872126.1	chrUn
NW_001872127.1	chrUn
NW_001872128.1	chrUn
NW_001872129.1	chrUn
NW_001872130.1	chrUn
NW_001872131.1	chrUn
NW_001872135.1	chrUn
NW_001872136.1	chrUn
NW_001872137.1	chrUn
NW_001872138.1	chrUn
NW_001872139.1	chrUn
NW_001872140.1	chrUn
NW_001872141.1	chrUn
NW_001872142.1	chrUn
NW_001872144.1	chrUn
NW_001872145.1	chrUn
NW_001872146.1	chrUn
NW_001872147.1	chrUn
NW_001872149.1	chrUn
NW_001872150.1	chrUn
NW_001872151.1	chrUn
NW_001872152.1	chrUn
NW_001872153.1	chrUn
NW_001872155.1	chrUn
NW_001872156.1	chrUn
NW_001872157.1	chrUn
NW_001872158.1	chrUn
NW_001872159.1	chrUn
NW_001872160.1	chrUn
NW_001872161.1	chrUn
NW_001872162.1	chrUn
NW_001872163.1	chrUn
NW_001872164.1	chrUn
NW_001872166.1	chrUn
NW_001872167.1	chrUn
NW_001872168.1	chrUn
NW_001872169.1	chrUn
NW_001872170.1	chrUn
NW_001872171.1	chrUn
NW_001872172.1	chrUn
NW_001872173.1	chrUn
NW_001872174.1	chrUn
NW_001872175.1	chrUn
NW_001872177.1	chrUn
NW_001872178.1	chrUn
NW_001872179.1	chrUn
NW_001872180.1	chrUn
NW_001872181.1	chrUn
NW_001872182.1	chrUn
NW_001872183.1	chrUn
NW_001872184.1	chrUn
NW_001872185.1	chrUn
NW_001872186.1	chrUn
NW_001872188.1	chrUn
NW_001872190.1	chrUn
NW_001872191.1	chrUn
NW_001872192.1	chrUn
NW_001872193.1	chrUn
NW_001872194.1	chrUn
NW_001872195.1	chrUn
NW_001872196.1	chrUn
NW_001872197.1	chrUn
NW_001872199.1	chrUn
NW_001872200.1	chrUn
NW_001872201.1	chrUn
NW_001872202.1	chrUn
NW_001872204.1	chrUn
NW_001872205.1	chrUn
NW_001872206.1	chrUn
NW_001872207.1	chrUn
NW_001872208.1	chrUn
NW_001872210.1	chrUn
NW_001872211.1	chrUn
NW_001872212.1	chrUn
NW_001872213.1	chrUn
NW_001872214.1	chrUn
NW_001872215.1	chrUn
NW_001872216.1	chrUn
NW_001872217.1	chrUn
NW_001872218.1	chrUn
NW_001872219.1	chrUn
NW_001872221.1	chrUn
NW_001872222.1	chrUn
NW_001872223.1	chrUn
NW_001872224.1	chrUn
NW_001872225.1	chrUn
NW_001872226.1	chrUn
NW_001872227.1	chrUn
NW_001872228.1	chrUn
NW_001872229.1	chrUn
NW_001872230.1	chrUn
NW_001872232.1	chrUn
NW_001872233.1	chrUn
NW_001872234.1	chrUn
NW_001872236.1	chrUn
NW_001872237.1	chrUn
NW_001872238.1	chrUn
NW_001872240.1	chrUn
NW_001872241.1	chrUn
NW_001872243.1	chrUn
NW_001872244.1	chrUn
NW_001872245.1	chrUn
NW_001872246.1	chrUn
NW_001872248.1	chrUn
NW_001872249.1	chrUn
NW_001872250.1	chrUn
NW_001872251.1	chrUn
NW_001872254.1	chrUn
NW_001872255.1	chrUn
NW_001872256.1	chrUn
NW_001872257.1	chrUn
NW_001872258.1	chrUn
NW_001872259.1	chrUn
NW_001872260.1	chrUn
NW_001872261.1	chrUn
NW_001872262.1	chrUn
NW_001872263.1	chrUn
NW_001872265.1	chrUn
NW_001872266.1	chrUn
NW_001872267.1	chrUn
NW_001872268.1	chrUn
NW_001872270.1	chrUn
NW_001872271.1	chrUn
NW_001872272.1	chrUn
NW_001872273.1	chrUn
NW_001872276.1	chrUn
NW_001872277.1	chrUn
NW_001872278.1	chrUn
NW_001872279.1	chrUn
NW_001872282.1	chrUn
NW_001872283.1	chrUn
NW_001872284.1	chrUn
NW_001872285.1	chrUn
NW_001872289.1	chrUn
NW_001872290.1	chrUn
NW_001872291.1	chrUn
NW_001872292.1	chrUn
NW_001872293.1	chrUn
NW_001872294.1	chrUn
NW_001872295.1	chrUn
NW_001872296.1	chrUn
NW_001872298.1	chrUn
NW_001872299.1	chrUn
NW_001872300.1	chrUn
NW_001872301.1	chrUn
NW_001872302.1	chrUn
NW_001872303.1	chrUn
NW_001872304.1	chrUn
NW_001872306.1	chrUn
NW_001872307.1	chrUn
NW_001872309.1	chrUn
NW_001872310.1	chrUn
NW_001872311.1	chrUn
NW_001872312.1	chrUn
NW_001872313.1	chrUn
NW_001872315.1	chrUn
NW_001872316.1	chrUn
NW_001872317.1	chrUn
NW_001872318.1	chrUn
NW_001872320.1	chrUn
NW_001872321.1	chrUn
NW_001872322.1	chrUn
NW_001872323.1	chrUn
NW_001872324.1	chrUn
NW_001872325.1	chrUn
NW_001872326.1	chrUn
NW_001872327.1	chrUn
NW_001872329.1	chrUn
NW_001872331.1	chrUn
NW_001872332.1	chrUn
NW_001872333.1	chrUn
NW_001872334.1	chrUn
NW_001872335.1	chrUn
NW_001872336.1	chrUn
NW_001872337.1	chrUn
NW_001872338.1	chrUn
NW_001872339.1	chrUn
NW_001872340.1	chrUn
NW_001872342.1	chrUn
NW_001872343.1	chrUn
NW_001872344.1	chrUn
NW_001872345.1	chrUn
NW_001872346.1	chrUn
NW_001872347.1	chrUn
NW_001872348.1	chrUn
NW_001872349.1	chrUn
NW_001872350.1	chrUn
NW_001872351.1	chrUn
NW_001872353.1	chrUn
NW_001872354.1	chrUn
NW_001872355.1	chrUn
NW_001872357.1	chrUn
NW_001872358.1	chrUn
NW_001872359.1	chrUn
NW_001872360.1	chrUn
NW_001872362.1	chrUn
NW_001872364.1	chrUn
NW_001872365.1	chrUn
NW_001872367.1	chrUn
NW_001872368.1	chrUn
NW_001872369.1	chrUn
NW_001872370.1	chrUn
NW_001872371.1	chrUn
NW_001872372.1	chrUn
NW_001872373.1	chrUn
NW_001872375.1	chrUn
NW_001872376.1	chrUn
NW_001872377.1	chrUn
NW_001872380.1	chrUn
NW_001872381.1	chrUn
NW_001872382.1	chrUn
NW_001872383.1	chrUn
NW_001872384.1	chrUn
NW_001872386.1	chrUn
NW_001872387.1	chrUn
NW_001872388.1	chrUn
NW_001872389.1	chrUn
NW_001872390.1	chrUn
NW_001872391.1	chrUn
NW_001872392.1	chrUn
NW_001872393.1	chrUn
NW_001872394.1	chrUn
NW_001872397.1	chrUn
NW_001872398.1	chrUn
NW_001872399.1	chrUn
NW_001872400.1	chrUn
NW_001872401.1	chrUn
NW_001872402.1	chrUn
NW_001872404.1	chrUn
NW_001872405.1	chrUn
NW_001872406.1	chrUn
NW_001872408.1	chrUn
NW_001872409.1	chrUn
NW_001872410.1	chrUn
NW_001872411.1	chrUn
NW_001872412.1	chrUn
NW_001872413.1	chrUn
NW_001872414.1	chrUn
NW_001872415.1	chrUn
NW_001872416.1	chrUn
NW_001872417.1	chrUn
NW_001872419.1	chrUn
NW_001872420.1	chrUn
NW_001872421.1	chrUn
NW_001872422.1	chrUn
NW_001872424.1	chrUn
NW_001872425.1	chrUn
NW_001872427.1	chrUn
NW_001872428.1	chrUn
NW_001872430.1	chrUn
NW_001872431.1	chrUn
NW_001872433.1	chrUn
NW_001872434.1	chrUn
NW_001872435.1	chrUn
NW_001872436.1	chrUn
NW_001872437.1	chrUn
NW_001872438.1	chrUn
NW_001872439.1	chrUn
NW_001872441.1	chrUn
NW_001872442.1	chrUn
NW_001872443.1	chrUn
NW_001872444.1	chrUn
NW_001872445.1	chrUn
NW_001872446.1	chrUn
NW_001872447.1	chrUn
NW_001872448.1	chrUn
NW_001872449.1	chrUn
NW_001872450.1	chrUn
NW_001872452.1	chrUn
NW_001872453.1	chrUn
NW_001872454.1	chrUn
NW_001872455.1	chrUn
NW_001872456.1	chrUn
NW_001872457.1	chrUn
NW_001872458.1	chrUn
NW_001872459.1	chrUn
NW_001872461.1	chrUn
NW_001872463.1	chrUn
NW_001872464.1	chrUn
NW_001872465.1	chrUn
NW_001872466.1	chrUn
NW_001872467.1	chrUn
NW_001872468.1	chrUn
NW_001872469.1	chrUn
NW_001872470.1	chrUn
NW_001872471.1	chrUn
NW_001872472.1	chrUn
NW_001872474.1	chrUn
NW_001872475.1	chrUn
NW_001872476.1	chrUn
NW_001872477.1	chrUn
NW_001872478.1	chrUn
NW_001872479.1	chrUn
NW_001872480.1	chrUn
NW_001872481.1	chrUn
NW_001872482.1	chrUn
NW_001872483.1	chrUn
NW_001872485.1	chrUn
NW_001872486.1	chrUn
NW_001872487.1	chrUn
NW_001872488.1	chrUn
NW_001872489.1	chrUn
NW_001872490.1	chrUn
NW_001872491.1	chrUn
NW_001872492.1	chrUn
NW_001872493.1	chrUn
NW_001872494.1	chrUn
NW_001872496.1	chrUn
NW_001872497.1	chrUn
NW_001872498.1	chrUn
NW_001872499.1	chrUn
NW_001872500.1	chrUn
NW_001872501.1	chrUn
NW_001872502.1	chrUn
NW_001872503.1	chrUn
NW_001872504.1	chrUn
NW_001872505.1	chrUn
NW_001872508.1	chrUn
NW_001872509.1	chrUn
NW_001872510.1	chrUn
NW_001872513.1	chrUn
NW_001872514.1	chrUn
NW_001872515.1	chrUn
NW_001872516.1	chrUn
NW_001872518.1	chrUn
NW_001872519.1	chrUn
NW_001872520.1	chrUn
NW_001872521.1	chrUn
NW_001872522.1	chrUn
NW_001872523.1	chrUn
NW_001872524.1	chrUn
NW_001872525.1	chrUn
NW_001872526.1	chrUn
NW_001872527.1	chrUn
NW_001872529.1	chrUn
NW_001872531.1	chrUn
NW_001872532.1	chrUn
NW_001872534.1	chrUn
NW_001872535.1	chrUn
NW_001872536.1	chrUn
NW_001872538.1	chrUn
NW_001872540.1	chrUn
NW_001872541.1	chrUn
NW_001872542.1	chrUn
NW_001872543.1	chrUn
NW_001872544.1	chrUn
NW_001872545.1	chrUn
NW_001872546.1	chrUn
NW_001872547.1	chrUn
NW_001872548.1	chrUn
NW_001872549.1	chrUn
NW_001872551.1	chrUn
NW_001872552.1	chrUn
NW_001872553.1	chrUn
NW_001872554.1	chrUn
NW_001872555.1	chrUn
NW_001872556.1	chrUn
NW_001872557.1	chrUn
NW_001872558.1	chrUn
NW_001872559.1	chrUn
NW_001872562.1	chrUn
NW_001872564.1	chrUn
NW_001872565.1	chrUn
NW_001872566.1	chrUn
NW_001872567.1	chrUn
NW_001872568.1	chrUn
NW_001872569.1	chrUn
NW_001872570.1	chrUn
NW_001872571.1	chrUn
NW_001872573.1	chrUn
NW_001872574.1	chrUn
NW_001872575.1	chrUn
NW_001872576.1	chrUn
NW_001872577.1	chrUn
NW_001872578.1	chrUn
NW_001872579.1	chrUn
NW_001872580.1	chrUn
NW_001872581.1	chrUn
NW_001872582.1	chrUn
NW_001872584.1	chrUn
NW_001872585.1	chrUn
NW_001872586.1	chrUn
NW_001872588.1	chrUn
NW_001872589.1	chrUn
NW_001872590.1	chrUn
NW_001872591.1	chrUn
NW_001872592.1	chrUn
NW_001872593.1	chrUn
NW_001872595.1	chrUn
NW_001872596.1	chrUn
NW_001872597.1	chrUn
NW_001872598.1	chrUn
NW_001872599.1	chrUn
NW_001872600.1	chrUn
NW_001872601.1	chrUn
NW_001872602.1	chrUn
NW_001872603.1	chrUn
NW_001872604.1	chrUn
NW_001872606.1	chrUn
NW_001872608.1	chrUn
NW_001872609.1	chrUn
NW_001872610.1	chrUn
NW_001872611.1	chrUn
NW_001872612.1	chrUn
NW_001872613.1	chrUn
NW_001872614.1	chrUn
NW_001872615.1	chrUn
NW_001872617.1	chrUn
NW_001872618.1	chrUn
NW_001872619.1	chrUn
NW_001872620.1	chrUn
NW_001872621.1	chrUn
NW_001872622.1	chrUn
NW_001872623.1	chrUn
NW_001872624.1	chrUn
NW_001872625.1	chrUn
NW_001872626.1	chrUn
NW_001872628.1	chrUn
NW_001872629.1	chrUn
NW_001872630.1	chrUn
NW_001872632.1	chrUn
NW_001872633.1	chrUn
NW_001872634.1	chrUn
NW_001872637.1	chrUn
NW_001872639.1	chrUn
NW_001872640.1	chrUn
NW_001872641.1	chrUn
NW_001872642.1	chrUn
NW_001872643.1	chrUn
NW_001872644.1	chrUn
NW_001872645.1	chrUn
NW_001872646.1	chrUn
NW_001872647.1	chrUn
NW_001872648.1	chrUn
NW_001872650.1	chrUn
NW_001872651.1	chrUn
NW_001872652.1	chrUn
NW_001872653.1	chrUn
NW_001872654.1	chrUn
NW_001872655.1	chrUn
NW_001872656.1	chrUn
NW_001872657.1	chrUn
NW_001872659.1	chrUn
NW_001872661.1	chrUn
NW_001872662.1	chrUn
NW_001872663.1	chrUn
NW_001872664.1	chrUn
NW_001872665.1	chrUn
NW_001872666.1	chrUn
NW_001872667.1	chrUn
NW_001872668.1	chrUn
NW_001872669.1	chrUn
NW_001872670.1	chrUn
NW_001872672.1	chrUn
NW_001872673.1	chrUn
NW_001872674.1	chrUn
NW_001872675.1	chrUn
NW_001872676.1	chrUn
NW_001872677.1	chrUn
NW_001872678.1	chrUn
NW_001872679.1	chrUn
NW_001872680.1	chrUn
NW_001872681.1	chrUn
NW_001872683.1	chrUn
NW_001872684.1	chrUn
NW_001872685.1	chrUn
NW_001872687.1	chrUn
NW_001872688.1	chrUn
NW_001872689.1	chrUn
NW_001872691.1	chrUn
NW_001872692.1	chrUn
NW_001872694.1	chrUn
NW_001872695.1	chrUn
NW_001872696.1	chrUn
NW_001872697.1	chrUn
NW_001872698.1	chrUn
NW_001872699.1	chrUn
NW_001872700.1	chrUn
NW_001872701.1	chrUn
NW_001872702.1	chrUn
NW_001872703.1	chrUn
NW_001872705.1	chrUn
NW_001872706.1	chrUn
NW_001872707.1	chrUn
NW_001872708.1	chrUn
NW_001872709.1	chrUn
NW_001872710.1	chrUn
NW_001872711.1	chrUn
NW_001872712.1	chrUn
NW_001872713.1	chrUn
NW_001872714.1	chrUn
NW_001872716.1	chrUn
NW_001872717.1	chrUn
NW_001872718.1	chrUn
NW_001872719.1	chrUn
NW_001872720.1	chrUn
NW_001872721.1	chrUn
NW_001872722.1	chrUn
NW_001872723.1	chrUn
NW_001872724.1	chrUn
NW_001872725.1	chrUn
NW_001872727.1	chrUn
NW_001872728.1	chrUn
NW_001872729.1	chrUn
NW_001872731.1	chrUn
NW_001872732.1	chrUn
NW_001872733.1	chrUn
NW_001872734.1	chrUn
NW_001872735.1	chrUn
NW_001872736.1	chrUn
NW_001872738.1	chrUn
NW_001872739.1	chrUn
NW_001872740.1	chrUn
NW_001872741.1	chrUn
NW_001872742.1	chrUn
NW_001872743.1	chrUn
NW_001872744.1	chrUn
NW_001872745.1	chrUn
NW_001872746.1	chrUn
NW_001872747.1	chrUn
